audit_id,sample_id,sample_type,split,source,valid_bin,valid_ratio,change_ratio,A_path,B_path,label_path,annotator_1_quality,annotator_2_quality,final_quality,error_type,notes
GFC10K-AUDIT-0062,005248,positive,test,gfc_2018_2020_amazon_01,0.20-0.40,0.235458,0.566781,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005248.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005248.png,,,,,
GFC10K-AUDIT-0063,007770,positive,test,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.052185,0.132164,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007770.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007770.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007770.png,,,,,
GFC10K-AUDIT-0064,006659,positive,test,gfc_2018_2020_expansion_temperate_china_01,0.05-0.10,0.058472,0.535230,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006659.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006659.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006659.png,,,,,
GFC10K-AUDIT-0065,004243,positive,val,gfc_2018_2020_borneo_02,0.10-0.20,0.103607,0.116053,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004243.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004243.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004243.png,,,,,
GFC10K-AUDIT-0066,008789,positive,train,gfc_2018_2020_expansion_mexico_yucatan_01,>=0.40,0.473633,0.172358,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008789.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008789.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008789.png,,,,,
GFC10K-AUDIT-0067,002052,positive,val,gfc_2018_2020_expansion_mexico_yucatan_01,>=0.40,0.425156,0.798550,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002052.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002052.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002052.png,,,,,
GFC10K-AUDIT-0068,002554,positive,test,gfc_2018_2020_expansion_temperate_europe_01,0.10-0.20,0.149612,0.805813,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002554.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002554.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002554.png,,,,,
GFC10K-AUDIT-0069,009329,positive,train,gfc_2018_2020_expansion_boreal_siberia_01,0.05-0.10,0.090836,0.200067,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009329.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009329.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009329.png,,,,,
GFC10K-AUDIT-0070,000415,positive,test,gfc_2018_2020_amazon_01,0.10-0.20,0.165070,0.646053,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000415.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000415.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000415.png,,,,,
GFC10K-AUDIT-0071,002813,positive,test,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.058548,0.166536,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002813.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002813.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002813.png,,,,,
GFC10K-AUDIT-0072,004497,positive,test,gfc_2018_2020_expansion_central_america_01,0.20-0.40,0.361359,0.686302,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004497.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004497.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004497.png,,,,,
GFC10K-AUDIT-0073,005059,positive,val,gfc_2018_2020_amazon_01,0.10-0.20,0.135117,0.085940,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005059.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005059.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005059.png,,,,,
GFC10K-AUDIT-0074,008406,positive,train,gfc_2018_2020_expansion_amazon_venezuela_01,0.05-0.10,0.063690,0.694777,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008406.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008406.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008406.png,,,,,
GFC10K-AUDIT-0075,004917,positive,test,gfc_2018_2020_expansion_se_asia_sumatra_02,0.10-0.20,0.128525,0.565475,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004917.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004917.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004917.png,,,,,
GFC10K-AUDIT-0076,009010,positive,train,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.050537,0.576691,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009010.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009010.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009010.png,,,,,
GFC10K-AUDIT-0077,003691,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.05-0.10,0.075546,0.258938,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003691.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003691.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003691.png,,,,,
GFC10K-AUDIT-0078,006505,positive,test,gfc_2018_2020_expansion_boreal_siberia_01,>=0.40,0.417084,0.606497,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006505.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006505.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006505.png,,,,,
GFC10K-AUDIT-0079,008674,positive,test,gfc_2018_2020_expansion_amazon_guiana_01,0.20-0.40,0.279709,0.148383,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008674.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008674.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008674.png,,,,,
GFC10K-AUDIT-0080,005722,positive,val,gfc_2018_2020_amazon_01,0.05-0.10,0.061646,0.067327,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005722.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005722.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005722.png,,,,,
GFC10K-AUDIT-0081,002515,positive,test,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.061447,0.355103,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002515.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002515.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002515.png,,,,,
GFC10K-AUDIT-0082,000577,positive,train,gfc_2018_2020_expansion_andes_cloudforest_01,0.20-0.40,0.201874,0.770824,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000577.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000577.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000577.png,,,,,
GFC10K-AUDIT-0083,003347,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.164276,0.362809,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003347.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003347.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003347.png,,,,,
GFC10K-AUDIT-0084,009697,positive,test,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.053741,0.212663,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009697.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009697.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009697.png,,,,,
GFC10K-AUDIT-0085,008272,positive,test,gfc_2018_2020_expansion_mexico_yucatan_01,0.10-0.20,0.166946,0.550498,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008272.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008272.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008272.png,,,,,
GFC10K-AUDIT-0086,003924,positive,val,gfc_2018_2020_amazon_01,>=0.40,0.509979,0.222428,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003924.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003924.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003924.png,,,,,
GFC10K-AUDIT-0087,000923,positive,train,gfc_2018_2020_expansion_se_asia_papua_01,0.05-0.10,0.059814,0.390306,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000923.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000923.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000923.png,,,,,
GFC10K-AUDIT-0088,009263,positive,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.20-0.40,0.218658,0.992184,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009263.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009263.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009263.png,,,,,
GFC10K-AUDIT-0089,007130,positive,train,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.067093,0.265181,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007130.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007130.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007130.png,,,,,
GFC10K-AUDIT-0090,009909,positive,train,gfc_2018_2020_expansion_se_asia_borneo_03,>=0.40,0.678009,0.256605,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009909.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009909.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009909.png,,,,,
GFC10K-AUDIT-0091,000698,positive,train,gfc_2018_2020_expansion_se_asia_myanmar_01,0.05-0.10,0.083160,0.286422,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000698.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000698.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000698.png,,,,,
GFC10K-AUDIT-0092,004507,positive,test,gfc_2018_2020_amazon_01,0.05-0.10,0.056519,0.446004,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004507.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004507.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004507.png,,,,,
GFC10K-AUDIT-0093,007414,positive,train,gfc_2018_2020_borneo_02,>=0.40,0.566879,0.279858,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007414.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007414.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007414.png,,,,,
GFC10K-AUDIT-0094,000436,positive,val,gfc_2018_2020_expansion_temperate_europe_01,0.10-0.20,0.107391,0.189827,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000436.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000436.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000436.png,,,,,
GFC10K-AUDIT-0095,006914,positive,test,gfc_2018_2020_expansion_temperate_china_01,0.10-0.20,0.108932,0.297661,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006914.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006914.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006914.png,,,,,
GFC10K-AUDIT-0096,004652,positive,val,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.108597,0.193340,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004652.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004652.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004652.png,,,,,
GFC10K-AUDIT-0097,006546,positive,train,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.119873,0.554990,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006546.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006546.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006546.png,,,,,
GFC10K-AUDIT-0098,006413,positive,train,gfc_2018_2020_expansion_madagascar_east_01,0.20-0.40,0.206223,0.357011,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006413.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006413.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006413.png,,,,,
GFC10K-AUDIT-0099,003210,positive,train,gfc_2018_2020_expansion_amazon_colombia_01,0.10-0.20,0.189575,0.411623,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003210.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003210.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003210.png,,,,,
GFC10K-AUDIT-0100,000884,positive,test,gfc_2018_2020_expansion_se_asia_sumatra_02,0.05-0.10,0.074844,0.226300,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000884.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000884.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000884.png,,,,,
GFC10K-AUDIT-0101,006621,positive,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.10-0.20,0.108185,0.415797,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006621.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006621.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006621.png,,,,,
GFC10K-AUDIT-0102,008365,positive,train,gfc_2018_2020_expansion_congo_angola_01,0.05-0.10,0.082367,0.306039,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008365.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008365.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008365.png,,,,,
GFC10K-AUDIT-0103,003090,positive,train,gfc_2018_2020_amazon_01,0.20-0.40,0.207733,0.462539,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003090.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003090.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003090.png,,,,,
GFC10K-AUDIT-0104,007493,positive,val,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.247513,0.957709,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007493.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007493.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007493.png,,,,,
GFC10K-AUDIT-0105,001313,positive,train,gfc_2018_2020_expansion_australia_queensland_01,0.05-0.10,0.065613,0.098140,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001313.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001313.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001313.png,,,,,
GFC10K-AUDIT-0106,002705,positive,test,gfc_2018_2020_expansion_madagascar_east_01,0.10-0.20,0.150528,0.424328,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002705.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002705.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002705.png,,,,,
GFC10K-AUDIT-0107,007447,positive,test,gfc_2018_2020_expansion_se_asia_sumatra_02,0.20-0.40,0.207764,0.433534,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007447.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007447.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007447.png,,,,,
GFC10K-AUDIT-0108,003147,positive,test,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.368912,0.554908,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003147.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003147.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003147.png,,,,,
GFC10K-AUDIT-0109,005331,positive,train,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.087570,0.657432,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005331.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005331.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005331.png,,,,,
GFC10K-AUDIT-0110,005503,positive,train,gfc_2018_2020_borneo_02,0.05-0.10,0.058426,0.238705,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005503.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005503.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005503.png,,,,,
GFC10K-AUDIT-0111,007085,positive,train,gfc_2018_2020_borneo_01,0.05-0.10,0.072235,0.217575,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007085.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007085.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007085.png,,,,,
GFC10K-AUDIT-0112,008120,positive,train,gfc_2018_2020_borneo_01,0.10-0.20,0.143555,0.565689,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008120.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008120.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008120.png,,,,,
GFC10K-AUDIT-0113,001366,positive,test,gfc_2018_2020_expansion_congo_cameroon_01,0.05-0.10,0.050369,0.264768,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001366.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001366.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001366.png,,,,,
GFC10K-AUDIT-0114,007799,positive,test,gfc_2018_2020_expansion_boreal_siberia_01,0.20-0.40,0.331955,0.351046,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007799.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007799.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007799.png,,,,,
GFC10K-AUDIT-0115,004781,positive,val,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.072510,0.291877,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004781.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004781.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004781.png,,,,,
GFC10K-AUDIT-0116,001524,positive,train,gfc_2018_2020_expansion_congo_angola_01,0.20-0.40,0.208008,0.342430,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001524.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001524.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001524.png,,,,,
GFC10K-AUDIT-0117,006346,positive,val,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.058289,0.150524,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006346.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006346.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006346.png,,,,,
GFC10K-AUDIT-0118,007249,positive,val,gfc_2018_2020_expansion_temperate_china_01,0.10-0.20,0.132599,0.243728,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007249.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007249.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007249.png,,,,,
GFC10K-AUDIT-0119,008461,positive,train,gfc_2018_2020_expansion_congo_caf_01,0.20-0.40,0.225098,0.301722,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008461.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008461.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008461.png,,,,,
GFC10K-AUDIT-0120,007082,positive,test,gfc_2018_2020_expansion_congo_caf_01,0.10-0.20,0.109879,0.313568,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007082.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007082.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007082.png,,,,,
GFC10K-AUDIT-0121,004535,positive,test,gfc_2018_2020_expansion_central_america_01,0.10-0.20,0.128036,0.237397,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004535.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004535.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004535.png,,,,,
